"code_ID";"dx_name";"code_ICD10";"chapter";"chapter_name";"URL"
352;"Speech Sound Disorder";"F80.0";1;"Neurodevelopmental Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm01"
354;"Language Disorder";"F80.2";1;"Neurodevelopmental Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm01"
363;"Childhood-Onset Fluency Disorder (Stuttering)";"F80.81";1;"Neurodevelopmental Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm01"
384;"Social (Pragmatic) Communication Disorder";"F80.82";1;"Neurodevelopmental Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm01"
386;"Unspecified Communication Disorder";"F80.9";1;"Neurodevelopmental Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm01"
389;"(With impairment in reading) Specific Learning Disorder";"F81.0";1;"Neurodevelopmental Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm01"
391;"(With impairment in written expression) Specific Learning Disorder";"F81.81";1;"Neurodevelopmental Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm01"
393;"(With impairment in mathematics) Specific Learning Disorder";"F81.2";1;"Neurodevelopmental Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm01"
401;"Caffeine Intoxication";"F15.929_Caffeine";16;"Substance-Related and Addictive Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm16"
403;"Moderate or Severe Substance/Medication-Induced Sleep Disorder, with use (caffeine)";"F15.282_Caffeine";12;"Sleep-Wake Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm12"
405;"Substance/Medication-Induced Sleep Disorder, without use (caffeine)";"F15.982_Caffeine";12;"Sleep-Wake Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm12"
407;"Mild Substance/Medication-Induced Sleep Disorder, with use (cannabis)";"F12.188";12;"Sleep-Wake Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm12"
409;"Moderate or Severe Substance/Medication-Induced Sleep Disorder, with use (cannabis)";"F12.288";12;"Sleep-Wake Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm12"
411;"Substance/Medication-Induced Sleep Disorder, without use (cannabis)";"F12.988";12;"Sleep-Wake Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm12"
413;"Mild Substance/Medication-Induced Sleep Disorder, with use (opioid)";"F11.182";12;"Sleep-Wake Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm12"
415;"Moderate or Severe Substance/Medication-Induced Sleep Disorder, with use (opioid)";"F11.282";12;"Sleep-Wake Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm12"
417;"Substance/Medication-Induced Sleep Disorder, without use (opioid)";"F11.982";12;"Sleep-Wake Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm12"
419;"Mild Substance/Medication-Induced Sleep Disorder, with use (Sedative, hypnotic, or anxiolytic)";"F13.182";12;"Sleep-Wake Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm12"
421;"Moderate or Severe Substance/Medication-Induced Sleep Disorder, with use (Sedative, hypnotic, or anxiolytic)";"F13.282";12;"Sleep-Wake Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm12"
423;"Substance/Medication-Induced Sleep Disorder, without use (Sedative, hypnotic, or anxiolytic)";"F13.982";12;"Sleep-Wake Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm12"
425;"Mild Substance/Medication-Induced Sleep Disorder, with use (Amphetamine (or other stimulant))";"F15.182_AmphetamineOrOther";12;"Sleep-Wake Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm12"
427;"Moderate or Severe Substance/Medication-Induced Sleep Disorder, with use (Amphetamine (or other stimulant))";"F15.282_AmphetamineOrOther";12;"Sleep-Wake Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm12"
429;"Substance/Medication-Induced Sleep Disorder, without use (Amphetamine (or other stimulant))";"F15.982_AmphetamineOrOther";12;"Sleep-Wake Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm12"
431;"MildSubstance/Medication-Induced Sleep Disorder, with use (cocaine)";"F14.182";12;"Sleep-Wake Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm12"
433;"Moderate or Severe Substance/Medication-Induced Sleep Disorder, with use (cocaine)";"F14.282";12;"Sleep-Wake Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm12"
435;"Substance/Medication-Induced Sleep Disorder, without use (cocaine)";"F14.982";12;"Sleep-Wake Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm12"
437;"Moderate or Severe Substance/Medication-Induced Sleep Disorder, with use disorder (tobacco)";"F17.208";12;"Sleep-Wake Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm12"
439;"Mild Substance/Medication-Induced Sleep Disorder, with use (Other (or unknown) substance)";"F19.182";12;"Sleep-Wake Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm12"
441;"Moderate or Severe Substance/Medication-Induced Sleep Disorder, with use (Other (or unknown) substance)";"F19.282";12;"Sleep-Wake Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm12"
443;"Substance/Medication-Induced Sleep Disorder, without use (Other (or unknown) substance)";"F19.982";12;"Sleep-Wake Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm12"
445;"Mild Substance/Medication-Induced Bipolar and Related Disorder, with use (alcohol)";"F10.14";3;"Bipolar and Related Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm03"
447;"Moderate or Severe Substance/Medication-Induced Bipolar and Related Disorder, with use (alcohol)";"F10.24";3;"Bipolar and Related Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm03"
449;"Substance/Medication-Induced Bipolar and Related Disorder, without use (alcohol)";"F10.94";3;"Bipolar and Related Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm03"
451;"Mild Substance/Medication-Induced Bipolar and Related Disorder, with use (phencyclidine)";"F16.14_Phencyclidine";3;"Bipolar and Related Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm03"
453;"Moderate or Severe Substance/Medication-Induced Bipolar and Related Disorder, with use (phencyclidine)";"F16.24_Phencyclidine";3;"Bipolar and Related Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm03"
455;"Substance/Medication-Induced Bipolar and Related Disorder, without use (phencyclidine)";"F16.94_Phencyclidine";3;"Bipolar and Related Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm03"
457;"Mild Substance/Medication-Induced Bipolar and Related Disorder, with use (other hallucinogen)";"F16.14_OtherHallucinogen";3;"Bipolar and Related Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm03"
459;"Moderate or Severe Substance/Medication-Induced Bipolar and Related Disorder, with use (other hallucinogen)";"F16.24_OtherHallucinogen";3;"Bipolar and Related Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm03"
461;"Substance/Medication-Induced Bipolar and Related Disorder, without use (other hallucinogen)";"F16.94_OtherHallucinogen";3;"Bipolar and Related Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm03"
463;"Mild Substance/Medication-Induced Bipolar and Related Disorder, with use (sedative, hypnotic, or anxiolytic)";"F13.14";3;"Bipolar and Related Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm03"
465;"Moderate or Severe Substance/Medication-Induced Bipolar and Related Disorder, with use (sedative, hypnotic, or anxiolytic)";"F13.24";3;"Bipolar and Related Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm03"
467;"Substance/Medication-Induced Bipolar and Related Disorder, without use (Sedative, hypnotic, or anxiolytic)";"F13.94";3;"Bipolar and Related Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm03"
469;"Mild Substance/Medication-Induced Bipolar and Related Disorder, with use (Amphetamine (or other stimulant))";"F15.14";3;"Bipolar and Related Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm03"
471;"Moderate or Severe Substance/Medication-Induced Bipolar and Related Disorder, with use (Amphetamine (or other stimulant))";"F15.24";3;"Bipolar and Related Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm03"
473;"Substance/Medication-Induced Bipolar and Related Disorder, without use (Amphetamine (or other stimulant))";"F15.94";3;"Bipolar and Related Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm03"
475;"Mild Substance/Medication-Induced Bipolar and Related Disorder, with use (cocaine)";"F14.14";3;"Bipolar and Related Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm03"
477;"Moderate or Severe Substance/Medication-Induced Bipolar and Related Disorder, with use (cocaine)";"F14.24";3;"Bipolar and Related Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm03"
479;"Substance/Medication-Induced Bipolar and Related Disorder, without use (cocaine)";"F14.94";3;"Bipolar and Related Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm03"
481;"Mild Substance/Medication-Induced Bipolar and Related Disorder, with use (Other (or unknown) substance)";"F19.14";3;"Bipolar and Related Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm03"
483;"Moderate or Severe Substance/Medication-Induced Bipolar and Related Disorder, with use (Other (or unknown) substance)";"F19.24";3;"Bipolar and Related Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm03"
485;"Substance/Medication-Induced Bipolar and Related Disorder, without use (Other (or unknown) substance)";"F19.94";3;"Bipolar and Related Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm03"
487;"Moderate Alcohol Use Disorder";"F10.20";16;"Substance-Related and Addictive Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm16"
489;"Moderate Stimulant Use Disorder (Cocaine)";"F14.20";16;"Substance-Related and Addictive Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm16"
491;"Opioid Use Disorder";"F11.20";16;"Substance-Related and Addictive Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm16"
493;"Cannabis Use Disorder";"F12.20";16;"Substance-Related and Addictive Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm16"
497;"Other Specified Obsessive-Compulsive and Related Disorder";"F42.8";6;"Obssessive-Compulsive and Related Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm06"
500;"Mild Substance/Medication-Induced Major or Mild Neurocognitive Disorder, With use (Other (or unknown) substance (major neurocognitive disorder))";"F19.17";17;"Neurocognitive Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm17"
507;"Moderate or Severe Substance/Medication-Induced Major or Mild Neurocognitive Disorder, With use (Alcohol (major neurocognitive disorder), nonamnestic - confabulatory type)";"F10.27";17;"Neurocognitive Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm17"
509;"Moderate or Severe Substance/Medication-Induced Major or Mild Neurocognitive Disorder, With use (Alcohol (major neurocognitive disorder), amnestic-confabulatory type)";"F10.26";17;"Neurocognitive Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm17"
511;"Moderate or Severe Substance/Medication-Induced Major or Mild Neurocognitive Disorder, With use (Alcohol (mild neurocognitive disorder))";"F10.288";17;"Neurocognitive Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm17"
513;"Moderate or Severe Substance/Medication-Induced Major or Mild Neurocognitive Disorder, With use (Inhalant (major neurocognitive disorder))";"F18.27";17;"Neurocognitive Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm17"
515;"Moderate or Severe Substance/Medication-Induced Major or Mild Neurocognitive Disorder, With use (Inhalant (mild neurocognitive disorder))";"F18.288";17;"Neurocognitive Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm17"
517;"Moderate or Severe Substance/Medication-Induced Major or Mild Neurocognitive Disorder, With use (Sedative, hypnotic, or anxiolytic (major neurocognitive disorder))";"F13.27";17;"Neurocognitive Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm17"
519;"Moderate or Severe Substance/Medication-Induced Major or Mild Neurocognitive Disorder, With use (Sedative, hypnotic, or anxiolytic (mild neurocognitive disorder))";"F13.288";17;"Neurocognitive Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm17"
521;"Moderate or Severe Substance/Medication-Induced Major or Mild Neurocognitive Disorder, With use (Other (or unknown) substance (major neurocognitive disorder))";"F19.27";17;"Neurocognitive Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm17"
523;"Substance/Medication-Induced Major or Mild Neurocognitive Disorder, Without use (Alcohol (major neurocognitive disorder), nonamnestic - confabulatory type)";"F10.97";17;"Neurocognitive Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm17"
525;"Substance/Medication-Induced Major or Mild Neurocognitive Disorder, Without use (Alcohol (major neurocognitive disorder), amnestic - confabulatory type)";"F10.96";17;"Neurocognitive Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm17"
527;"Substance/Medication-Induced Major or Mild Neurocognitive Disorder, Without use (Alcohol (mild neurocognitive disorder))";"F10.988";17;"Neurocognitive Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm17"
529;"Substance/Medication-Induced Major or Mild Neurocognitive Disorder, Without use (Inhalant (major neurocognitive disorder))";"F18.97";17;"Neurocognitive Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm17"
531;"Substance/Medication-Induced Major or Mild Neurocognitive Disorder, Without use (Inhalant (mild neurocognitive disorder))";"F18.988";17;"Neurocognitive Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm17"
533;"Substance/Medication-Induced Major or Mild Neurocognitive Disorder, Without use (Sedative, hypnotic, or anxiolytic (major neurocognitive disorder))";"F13.97";17;"Neurocognitive Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm17"
535;"Substance/Medication-Induced Major or Mild Neurocognitive Disorder, Without use (Sedative, hypnotic, or anxiolytic (mild neurocognitive disorder))";"F13.988";17;"Neurocognitive Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm17"
537;"Substance/Medication-Induced Major or Mild Neurocognitive Disorder, Without use (Other (or unknown) substance (major neurocognitive disorder)";"F19.97";17;"Neurocognitive Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm17"
539;"Mild Major Depressive Disorder, Single episode";"F32.0";4;"Depressive Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm04"
556;"Severe Major Depressive Disorder, Single episode";"F32.2";4;"Depressive Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm04"
558;"Major Depressive Disorder With psychotic features, Single episode";"F32.3";4;"Depressive Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm04"
560;"Major Depressive Disorder In partial remission, Single episode";"F32.4";4;"Depressive Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm04"
562;"Major Depressive Disorder In full remission, Single episode";"F32.5";4;"Depressive Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm04"
564;"Unspecified Major Depressive Disorder, Single episode";"F32.9";4;"Depressive Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm04"
566;"Mild Major Depressive Disorder, Recurrent episode";"F33.0";4;"Depressive Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm04"
569;"Moderate Major Depressive Disorder, Recurrent episode";"F33.1";4;"Depressive Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm04"
571;"Severe Major Depressive Disorder, Recurrent episode";"F33.2";4;"Depressive Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm04"
573;"Major Depressive Disorder With psychotic features, Recurrent episode";"F33.3";4;"Depressive Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm04"
575;"Major Depressive Disorder In partial remission, Recurrent episode";"F33.41";4;"Depressive Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm04"
577;"Major Depressive Disorder In full remission, Recurrent episode";"F33.42";4;"Depressive Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm04"
579;"Unspecified Major Depressive Disorder, Recurrent episode";"F33.9";4;"Depressive Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm04"
581;"Mild Substance/Medication-Induced Major or Mild Neurocognitive Disorder, With use (Other (or unknown) substance (mild neurocognitive disorder))";"F19.188";17;"Neurocognitive Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm17"
585;"Moderate or severe Substance/Medication-Induced Major or Mild Neurocognitive Disorder, With use (Other (or unknown) substance (mild neurocognitive disorder))";"F19.288";17;"Neurocognitive Disorders";"https://dsm.psychiatryonline.org/doi/10.1176/appi.books.9780890425596.dsm17"
